OriginalText,Location1,Aspect1,Sentiment1,Location2,Aspect2,Sentiment2,MaskedText,LocationsInText,Date,Lemma_Tags,lem_words_masked,lem_tag_masked,lemma_tokens,Lemma_Tags_Orig,lem_words,lem_tag,lemma_tokens_Orig
A new Sainsburys local has just opened next to Lincolnshire,Lincolnshire,shopping,1,,,0,a new sainsburys local has just opened next to locationA,"[('Lincolnshire', 'GPE')]",2021-07-23,"['new/JJ', 'sainsburys/NN', 'local/JJ', 'have/VB', 'just/RB', 'open/VB', 'next/JJ', 'locationa/VB']",new sainsburys local have just open next locationa,JJ NN JJ VB RB VB JJ VB,"['new', 'sainsburys', 'local', 'have', 'just', 'open', 'next', 'locationa']","['new/JJ', 'sainsburys/NN', 'local/JJ', 'have/VB', 'just/RB', 'open/VB', 'next/JJ', 'lincolnshire/VB']",new sainsburys local have just open next lincolnshire,JJ NN JJ VB RB VB JJ VB,"['new', 'sainsburys', 'local', 'have', 'just', 'open', 'next', 'lincolnshire']"
A visit to one of the Westfield shopping centres at Rutland,Rutland,shopping,1,,,0,a visit to one of the westfield shopping centres at locationA,"[('Westfield', 'GPE'), ('Rutland', 'GPE')]",2021-07-23,"['visit/NN', 'westfield/NN', 'shopping/NN', 'centre/NN', 'locationa/NN']",visit westfield shopping centre locationa,NN NN NN NN NN,"['visit', 'westfield', 'shopping', 'centre', 'locationa']","['visit/NN', 'westfield/NN', 'shopping/NN', 'centre/NN', 'rutland/NN']",visit westfield shopping centre rutland,NN NN NN NN NN,"['visit', 'westfield', 'shopping', 'centre', 'rutland']"
AND JUST TO LET YOU KNOW Kent AND South Yorkshire IS A BEAUTIFUL AREA WITH LOADS OF PRETTY GARDENS SQUARES AND PARKS BUT STILL REALLY URBAN AND FANCY IT CAN GET NOISY BUT THATS PRETTY MUCH IT,South Yorkshire,green-nature,1,South Yorkshire,general,1,and just to let you know locationA and locationB is a beautiful area with loads of pretty gardens squares and parks but still really urban and fancy it can get noisy but thats pretty much it,"[('LET', 'GPE'), ('KNOW', 'GPE'), ('Kent', 'GPE')]",2021-07-23,"['just/RB', 'let/VB', 'know/VB', 'locationa/NN', 'locationb/NN', 'be/VB', 'beautiful/JJ', 'area/NN', 'load/NN', 'pretty/JJ', 'garden/NN', 'square/NN', 'park/NN', 'still/RB', 'really/RB', 'urban/JJ', 'fancy/JJ', 'get/VB', 'noisy/JJ', 'that/VB', 'pretty/RB', 'much/JJ']",just let know locationa locationb be beautiful area load pretty garden square park still really urban fancy get noisy that pretty much,RB VB VB NN NN VB JJ NN NN JJ NN NN NN RB RB JJ JJ VB JJ VB RB JJ,"['just', 'let', 'know', 'locationa', 'locationb', 'be', 'beautiful', 'area', 'load', 'pretty', 'garden', 'square', 'park', 'still', 'really', 'urban', 'fancy', 'get', 'noisy', 'that', 'pretty', 'much']","['just/RB', 'let/VB', 'know/VB', 'kent/NN', 'south/RB', 'yorkshire/NN', 'be/VB', 'beautiful/JJ', 'area/NN', 'load/NN', 'pretty/JJ', 'garden/NN', 'square/NN', 'park/NN', 'still/RB', 'really/RB', 'urban/JJ', 'fancy/JJ', 'get/VB', 'noisy/JJ', 'that/VB', 'pretty/RB', 'much/JJ']",just let know kent south yorkshire be beautiful area load pretty garden square park still really urban fancy get noisy that pretty much,RB VB VB NN RB NN VB JJ NN NN JJ NN NN NN RB RB JJ JJ VB JJ VB RB JJ,"['just', 'let', 'know', 'kent', 'south', 'yorkshire', 'be', 'beautiful', 'area', 'load', 'pretty', 'garden', 'square', 'park', 'still', 'really', 'urban', 'fancy', 'get', 'noisy', 'that', 'pretty', 'much']"
Actually East Sussex is quite expensive because of the cricket ground and its close proximity to Vaxhaull,East Sussex,transit-location,1,East Sussex,price,0,actually locationA is quite expensive because of the cricket ground and its close proximity to vaxhaull,"[('East Sussex', 'GPE')]",2021-07-23,"['actually/RB', 'locationa/NN', 'be/VB', 'quite/RB', 'expensive/JJ', 'cricket/NN', 'ground/NN', 'close/JJ', 'proximity/NN', 'vaxhaull/VB']",actually locationa be quite expensive cricket ground close proximity vaxhaull,RB NN VB RB JJ NN NN JJ NN VB,"['actually', 'locationa', 'be', 'quite', 'expensive', 'cricket', 'ground', 'close', 'proximity', 'vaxhaull']","['actually/RB', 'east/JJ', 'sussex/NN', 'be/VB', 'quite/RB', 'expensive/JJ', 'cricket/NN', 'ground/NN', 'close/JJ', 'proximity/NN', 'vaxhaull/VB']",actually east sussex be quite expensive cricket ground close proximity vaxhaull,RB JJ NN VB RB JJ NN NN JJ NN VB,"['actually', 'east', 'sussex', 'be', 'quite', 'expensive', 'cricket', 'ground', 'close', 'proximity', 'vaxhaull']"
Actually Worcestershire is not on the tube network,Worcestershire,transit-location,0,,,0,actually locationA is not on the tube network,"[('Worcestershire', 'GPE')]",2021-07-23,"['actually/RB', 'locationa/NN', 'be/VB', 'not/RB', 'tube/NN', 'network/NN']",actually locationa be not tube network,RB NN VB RB NN NN,"['actually', 'locationa', 'be', 'not', 'tube', 'network']","['actually/RB', 'worcestershire/NN', 'be/VB', 'not/RB', 'tube/NN', 'network/NN']",actually worcestershire be not tube network,RB NN VB RB NN NN,"['actually', 'worcestershire', 'be', 'not', 'tube', 'network']"
Actually the private rents in Devon seem affordable by London standards,Devon,price,1,,,0,actually the private rents in locationA seem affordable by london standards,"[('Devon', 'GPE')]",2021-07-23,"['actually/RB', 'private/JJ', 'rent/NN', 'locationa/NN', 'seem/VB', 'affordable/JJ', 'london/NN', 'standard/NN']",actually private rent locationa seem affordable london standard,RB JJ NN NN VB JJ NN NN,"['actually', 'private', 'rent', 'locationa', 'seem', 'affordable', 'london', 'standard']","['actually/RB', 'private/JJ', 'rent/NN', 'devon/NN', 'seem/VB', 'affordable/JJ', 'london/NN', 'standard/NN']",actually private rent devon seem affordable london standard,RB JJ NN NN VB JJ NN NN,"['actually', 'private', 'rent', 'devon', 'seem', 'affordable', 'london', 'standard']"
Add Northumberland and Norfolk as good areas,Norfolk,general,1,Northumberland,general,1,add locationA and locationB as good areas,"[('Northumberland', 'GPE'), ('Norfolk', 'GPE')]",2021-07-23,"['add/VB', 'locationa/JJ', 'locationb/RB', 'good/JJ', 'area/NN']",add locationa locationb good area,VB JJ RB JJ NN,"['add', 'locationa', 'locationb', 'good', 'area']","['add/VB', 'northumberland/NN', 'norfolk/RB', 'good/JJ', 'area/NN']",add northumberland norfolk good area,VB NN RB JJ NN,"['add', 'northumberland', 'norfolk', 'good', 'area']"
Ah I can dream Kent  lots to do around there but it is quiet on the weekends and is very peaceful,Kent,quiet,1,,,0,ah i can dream locationA  lots to do around there but it is quiet on the weekends and is very peaceful,"[('Kent', 'GPE')]",2021-07-23,"['dream/VB', 'locationa/JJ', 'lot/NN', 'do/VB', 'there/RB', 'be/VB', 'quiet/JJ', 'weekend/NN', 'be/VB', 'very/RB', 'peaceful/JJ']",dream locationa lot do there be quiet weekend be very peaceful,VB JJ NN VB RB VB JJ NN VB RB JJ,"['dream', 'locationa', 'lot', 'do', 'there', 'be', 'quiet', 'weekend', 'be', 'very', 'peaceful']","['dream/VB', 'kent/NN', 'lot/NN', 'do/VB', 'there/RB', 'be/VB', 'quiet/JJ', 'weekend/NN', 'be/VB', 'very/RB', 'peaceful/JJ']",dream kent lot do there be quiet weekend be very peaceful,VB NN NN VB RB VB JJ NN VB RB JJ,"['dream', 'kent', 'lot', 'do', 'there', 'be', 'quiet', 'weekend', 'be', 'very', 'peaceful']"
Airportwise theres not much in it Hertfordshire and West Midlands all have good tranport links to central London,Hertfordshire,transit-location,1,West Midlands,transit-location,1,airportwise theres not much in it locationB and locationA all have good transport links to central london,"[('Hertfordshire', 'GPE'), ('West Midlands', 'GPE'), ('London', 'GPE')]",2021-07-23,"['airportwise/RB', 'there/NN', 'not/RB', 'much/JJ', 'locationb/VB', 'locationa/VB', 'have/VB', 'good/JJ', 'transport/NN', 'link/VB', 'central/JJ', 'london/NN']",airportwise there not much locationb locationa have good transport link central london,RB NN RB JJ VB VB VB JJ NN VB JJ NN,"['airportwise', 'there', 'not', 'much', 'locationb', 'locationa', 'have', 'good', 'transport', 'link', 'central', 'london']","['airportwise/RB', 'there/NN', 'not/RB', 'much/JJ', 'hertfordshire/VB', 'west/JJ', 'midland/NN', 'have/VB', 'good/JJ', 'tranport/NN', 'link/VB', 'central/JJ', 'london/NN']",airportwise there not much hertfordshire west midland have good tranport link central london,RB NN RB JJ VB JJ NN VB JJ NN VB JJ NN,"['airportwise', 'there', 'not', 'much', 'hertfordshire', 'west', 'midland', 'have', 'good', 'tranport', 'link', 'central', 'london']"
All around Greater Manchester there are many rich people in their classy homes,Greater Manchester,price,0,,,0,all around locationA there are many rich people in their classy homes,"[('Greater Manchester', 'GPE')]",2021-07-23,"['locationa/NN', 'be/VB', 'many/JJ', 'rich/JJ', 'person/NN', 'classy/JJ', 'home/NN']",locationa be many rich person classy home,NN VB JJ JJ NN JJ NN,"['locationa', 'be', 'many', 'rich', 'person', 'classy', 'home']","['greater/JJ', 'manchester/NN', 'be/VB', 'many/JJ', 'rich/JJ', 'person/NN', 'classy/JJ', 'home/NN']",greater manchester be many rich person classy home,JJ NN VB JJ JJ NN JJ NN,"['greater', 'manchester', 'be', 'many', 'rich', 'person', 'classy', 'home']"
All crime figures are below average but Somerset is more dangerous than either of the other two places,Somerset,safety,0,,,0,all crime figures are below average but locationA is more dangerous than either of the other two places,"[('Somerset', 'GPE')]",2021-07-23,"['crime/NN', 'figure/NN', 'be/VB', 'average/JJ', 'locationa/RB', 'be/VB', 'more/RB', 'dangerous/JJ', 'other/JJ', 'place/NN']",crime figure be average locationa be more dangerous other place,NN NN VB JJ RB VB RB JJ JJ NN,"['crime', 'figure', 'be', 'average', 'locationa', 'be', 'more', 'dangerous', 'other', 'place']","['crime/NN', 'figure/NN', 'be/VB', 'average/JJ', 'somerset/NN', 'be/VB', 'more/RB', 'dangerous/JJ', 'other/JJ', 'place/NN']",crime figure be average somerset be more dangerous other place,NN NN VB JJ NN VB RB JJ JJ NN,"['crime', 'figure', 'be', 'average', 'somerset', 'be', 'more', 'dangerous', 'other', 'place']"
All free I think your two would probably also enjoy the huge botanic gardens at Lancashire,Lancashire,green-nature,1,,,0,all free i think your two would probably also enjoy the huge botanist gardens at locationA,"[('Lancashire', 'GPE')]",2021-07-23,"['free/JJ', 'think/VB', 'probably/RB', 'also/RB', 'enjoy/VB', 'huge/JJ', 'botanist/NN', 'garden/NN', 'locationa/NN']",free think probably also enjoy huge botanist garden locationa,JJ VB RB RB VB JJ NN NN NN,"['free', 'think', 'probably', 'also', 'enjoy', 'huge', 'botanist', 'garden', 'locationa']","['free/JJ', 'think/VB', 'probably/RB', 'also/RB', 'enjoy/VB', 'huge/JJ', 'botanic/JJ', 'garden/NN', 'lancashire/NN']",free think probably also enjoy huge botanic garden lancashire,JJ VB RB RB VB JJ JJ NN NN,"['free', 'think', 'probably', 'also', 'enjoy', 'huge', 'botanic', 'garden', 'lancashire']"
All in all  I think Bedfordshire is the best place in London to live,Bedfordshire,live,1,,,0,all in all  i think locationA is the best place in london to live,"[('Bedfordshire', 'GPE')]",2021-07-23,"['think/NN', 'locationa/NN', 'be/VB', 'best/JJ', 'place/NN', 'london/NN', 'live/VB']",think locationa be best place london live,NN NN VB JJ NN NN VB,"['think', 'locationa', 'be', 'best', 'place', 'london', 'live']","['think/NN', 'bedfordshire/NN', 'be/VB', 'best/JJ', 'place/NN', 'london/NN', 'live/VB']",think bedfordshire be best place london live,NN NN VB JJ NN NN VB,"['think', 'bedfordshire', 'be', 'best', 'place', 'london', 'live']"
All in all I think either Dorset or Devon are the worst areas Ive ever been in the east end of London,Devon,general,0,Dorset,general,0,all in all i think either locationB or locationA are the worst areas i have ever been in the east end of london,"[('Dorset', 'GPE'), ('Devon', 'GPE')]",2021-07-23,"['think/VB', 'locationb/NN', 'locationa/NN', 'be/VB', 'worst/JJ', 'area/NN', 'have/VB', 'ever/RB', 'be/VB', 'east/JJ', 'end/NN', 'london/NN']",think locationb locationa be worst area have ever be east end london,VB NN NN VB JJ NN VB RB VB JJ NN NN,"['think', 'locationb', 'locationa', 'be', 'worst', 'area', 'have', 'ever', 'be', 'east', 'end', 'london']","['think/VB', 'dorset/NN', 'devon/NN', 'be/VB', 'worst/JJ', 'area/NN', 'ive/VB', 'ever/RB', 'be/VB', 'east/JJ', 'end/NN', 'london/NN']",think dorset devon be worst area ive ever be east end london,VB NN NN VB JJ NN VB RB VB JJ NN NN,"['think', 'dorset', 'devon', 'be', 'worst', 'area', 'ive', 'ever', 'be', 'east', 'end', 'london']"
All these places except for Berkshire have their own mainline stations Southeastern which will get you into Central London Cambridgeshire in 25 minutes or less,Berkshire,transit-location,0,,,0,all these places except for locationA have their own mainline stations southeastern which will get you into central london locationB in 25 minutes or less,"[('Berkshire', 'GPE'), ('Central London', 'GPE'), ('Cambridgeshire', 'GPE')]",2021-07-23,"['place/NN', 'locationa/NN', 'have/VB', 'own/JJ', 'station/NN', 'southeastern/JJ', 'get/VB', 'central/JJ', 'london/NN', 'locationb/NN', 'minute/NN', 'less/JJ']",place locationa have own station southeastern get central london locationb minute less,NN NN VB JJ NN JJ VB JJ NN NN NN JJ,"['place', 'locationa', 'have', 'own', 'station', 'southeastern', 'get', 'central', 'london', 'locationb', 'minute', 'less']","['place/NN', 'berkshire/NN', 'have/VB', 'own/JJ', 'station/NN', 'southeastern/JJ', 'get/VB', 'central/JJ', 'london/NN', 'cambridgeshire/NN', 'minute/NN', 'less/JJ']",place berkshire have own station southeastern get central london cambridgeshire minute less,NN NN VB JJ NN JJ VB JJ NN NN NN JJ,"['place', 'berkshire', 'have', 'own', 'station', 'southeastern', 'get', 'central', 'london', 'cambridgeshire', 'minute', 'less']"
Alot of Oxfordshire is being redeveloped so getting better and better,Oxfordshire,general,1,,,0,alot of locationA is being redeveloped so getting better and better,"[('Oxfordshire', 'GPE')]",2021-07-23,"['alot/NN', 'locationa/NN', 'be/VB', 'be/VB', 'redevelop/VB', 'so/RB', 'get/VB', 'better/RB', 'better/RB']",alot locationa be be redevelop so get better better,NN NN VB VB VB RB VB RB RB,"['alot', 'locationa', 'be', 'be', 'redevelop', 'so', 'get', 'better', 'better']","['alot/NN', 'oxfordshire/NN', 'be/VB', 'be/VB', 'redevelop/VB', 'so/RB', 'get/VB', 'better/RB', 'better/RB']",alot oxfordshire be be redevelop so get better better,NN NN VB VB VB RB VB RB RB,"['alot', 'oxfordshire', 'be', 'be', 'redevelop', 'so', 'get', 'better', 'better']"
Alright for some Staffordshire or Cornwall would be best,Cornwall,general,1,Staffordshire,general,1,alright for some locationA or locationB would be best,"[('Alright', 'GPE'), ('Staffordshire', 'GPE'), ('Cornwall', 'GPE')]",2021-07-23,"['locationa/NN', 'locationb/NN', 'be/VB', 'best/RB']",locationa locationb be best,NN NN VB RB,"['locationa', 'locationb', 'be', 'best']","['staffordshire/NN', 'cornwall/JJ', 'be/VB', 'best/RB']",staffordshire cornwall be best,NN JJ VB RB,"['staffordshire', 'cornwall', 'be', 'best']"
Also Staffordshire which is slightly more mixed demographic compared to the more affluent Lancashire but certainly up and coming it has good amenities on the Jubilee line which is very efficient and a Sainsburys,Staffordshire,general,1,Lancashire,price,0,also locationB which is slightly more mixed demographic compared to the more affluent locationA but certainly up and coming it has good amenities on the jubilee line which is very efficient and a sainsburys,"[('Staffordshire', 'GPE'), ('Lancashire', 'GPE'), ('Jubilee', 'GPE')]",2021-07-23,"['also/RB', 'locationb/VB', 'be/VB', 'slightly/RB', 'more/VB', 'mixed/JJ', 'demographic/JJ', 'compare/VB', 'more/RB', 'affluent/JJ', 'locationa/NN', 'certainly/RB', 'up/RB', 'come/VB', 'have/VB', 'good/JJ', 'amenity/NN', 'jubilee/NN', 'line/NN', 'be/VB', 'very/RB', 'efficient/JJ', 'sainsburys/NN']",also locationb be slightly more mixed demographic compare more affluent locationa certainly up come have good amenity jubilee line be very efficient sainsburys,RB VB VB RB VB JJ JJ VB RB JJ NN RB RB VB VB JJ NN NN NN VB RB JJ NN,"['also', 'locationb', 'be', 'slightly', 'more', 'mixed', 'demographic', 'compare', 'more', 'affluent', 'locationa', 'certainly', 'up', 'come', 'have', 'good', 'amenity', 'jubilee', 'line', 'be', 'very', 'efficient', 'sainsburys']","['also/RB', 'staffordshire/VB', 'be/VB', 'slightly/RB', 'more/VB', 'mixed/JJ', 'demographic/JJ', 'compare/VB', 'more/RB', 'affluent/JJ', 'lancashire/NN', 'certainly/RB', 'up/RB', 'come/VB', 'have/VB', 'good/JJ', 'amenity/NN', 'jubilee/NN', 'line/NN', 'be/VB', 'very/RB', 'efficient/JJ', 'sainsburys/NN']",also staffordshire be slightly more mixed demographic compare more affluent lancashire certainly up come have good amenity jubilee line be very efficient sainsburys,RB VB VB RB VB JJ JJ VB RB JJ NN RB RB VB VB JJ NN NN NN VB RB JJ NN,"['also', 'staffordshire', 'be', 'slightly', 'more', 'mixed', 'demographic', 'compare', 'more', 'affluent', 'lancashire', 'certainly', 'up', 'come', 'have', 'good', 'amenity', 'jubilee', 'line', 'be', 'very', 'efficient', 'sainsburys']"
Also  nearby Suffolk is also great  they have a microbrewery that brews and sells its own beer on site,Suffolk,general,1,,,0,also  nearby locationA is also great  they have a microbrewery that crews and sells its own beer on site,"[('Suffolk', 'GPE')]",2021-07-23,"['also/RB', 'nearby/RB', 'locationa/NN', 'be/VB', 'also/RB', 'great/JJ', 'have/VB', 'microbrewery/NN', 'crew/NN', 'sell/VB', 'own/JJ', 'beer/NN', 'site/NN']",also nearby locationa be also great have microbrewery crew sell own beer site,RB RB NN VB RB JJ VB NN NN VB JJ NN NN,"['also', 'nearby', 'locationa', 'be', 'also', 'great', 'have', 'microbrewery', 'crew', 'sell', 'own', 'beer', 'site']","['also/RB', 'nearby/RB', 'suffolk/NN', 'be/VB', 'also/RB', 'great/JJ', 'have/VB', 'microbrewery/NN', 'brew/VB', 'sell/VB', 'own/JJ', 'beer/NN', 'site/NN']",also nearby suffolk be also great have microbrewery brew sell own beer site,RB RB NN VB RB JJ VB NN VB VB JJ NN NN,"['also', 'nearby', 'suffolk', 'be', 'also', 'great', 'have', 'microbrewery', 'brew', 'sell', 'own', 'beer', 'site']"
Also West Midlands and Suffolk are both quite safe nowadays,West Midlands,safety,1,Suffolk,safety,1,also locationA and locationB are both quite safe nowadays,"[('West Midlands', 'GPE')]",2021-07-23,"['also/RB', 'locationa/JJ', 'locationb/NN', 'be/VB', 'quite/RB', 'safe/JJ', 'nowadays/RB']",also locationa locationb be quite safe nowadays,RB JJ NN VB RB JJ RB,"['also', 'locationa', 'locationb', 'be', 'quite', 'safe', 'nowadays']","['also/RB', 'west/JJ', 'midland/NN', 'suffolk/NN', 'be/VB', 'quite/RB', 'safe/JJ', 'nowadays/RB']",also west midland suffolk be quite safe nowadays,RB JJ NN NN VB RB JJ RB,"['also', 'west', 'midland', 'suffolk', 'be', 'quite', 'safe', 'nowadays']"
